workload_id,cpu_usage_percent,memory_usage_percent,runtime_hours_24h,storage_gb,request_count_24h,error_rate_percent,latency_ms,cost_24h,cost_30d_forecast,energy_kwh_24h,carbon_kgco2e_24h,carbon_intensity_gco2_per_kwh,environment,cloud_service_type,workflow_criticality,public_exposure,monitoring_enabled,cost_30d,energy_kwh_30d,carbon_kgco2e_30d
wl-safety-analytics-001,38.4,54.52,23.64,93.38,73713,0.054,93.8,24.42,704.19,8.949,3.781,422.55,0,4,1,0,1,746.37,248.801,115.413
wl-safety-analytics-001,49.84,38.08,20.72,78.47,66110,0.934,152.41,24.68,676.18,9.183,3.834,417.53,0,4,1,0,1,761.24,328.392,125.09
wl-safety-analytics-001,37.45,51.71,23.7,113.37,52752,0.517,159.66,26.14,713.93,11.436,4.822,421.63,0,4,1,0,1,689.44,346.554,124.977
wl-safety-analytics-001,38.35,60.86,23.62,109.12,27977,0.687,124.61,23.38,755.3,10.513,5.164,491.2,0,4,1,0,1,769.9,300.363,143.843
wl-safety-analytics-001,40.51,32.75,22.64,115.31,57352,1.19,120.43,24.48,752.86,11.877,5.369,452.01,0,4,1,0,1,652.23,422.619,152.637
wl-safety-analytics-001,37.74,39.1,24.0,92.18,69687,0.662,122.17,25.08,770.98,10.462,4.742,453.28,0,4,1,0,1,844.91,343.302,143.963
wl-safety-analytics-001,36.77,46.85,24.0,122.19,46250,0.579,232.39,24.51,664.75,10.039,3.973,395.79,0,4,1,0,1,659.13,314.945,118.023
wl-safety-analytics-001,46.46,57.83,24.0,105.64,63859,0.444,224.95,26.81,837.16,10.173,4.0,393.19,0,4,1,0,1,765.04,348.642,142.495
wl-safety-analytics-001,42.08,51.65,24.0,133.28,69012,0.724,165.86,26.47,728.51,9.839,4.237,430.6,0,4,1,0,1,948.27,276.172,130.766
wl-safety-analytics-001,41.57,58.98,19.91,93.3,75223,0.896,116.12,24.11,725.77,6.794,2.812,413.85,0,4,1,0,1,847.75,231.501,83.109
wl-safety-analytics-001,39.18,49.82,23.16,84.68,31814,0.579,175.78,24.62,688.11,9.255,3.865,417.64,0,4,1,0,1,833.5,292.656,104.643
wl-safety-analytics-001,24.33,44.94,22.84,86.39,44835,1.061,148.88,17.3,505.61,8.23,3.642,442.46,0,4,1,0,1,518.59,238.999,110.661
wl-safety-analytics-001,42.46,57.61,22.97,84.7,36855,0.885,204.3,24.53,754.88,10.418,4.412,423.53,0,4,1,0,1,721.51,289.81,142.926
wl-safety-analytics-001,40.66,52.25,24.0,93.8,39449,1.13,150.66,30.41,940.27,11.445,5.049,441.12,0,4,1,0,1,933.59,338.758,178.779
wl-safety-analytics-001,38.31,61.64,20.89,88.71,63830,0.713,146.69,20.56,567.67,7.871,3.504,445.21,0,4,1,0,1,729.05,254.158,109.803
wl-safety-analytics-001,33.05,47.97,24.0,87.46,41716,0.419,138.98,28.98,914.37,10.183,4.288,421.09,0,4,1,0,1,836.15,263.731,151.0
wl-safety-analytics-001,53.81,49.82,24.0,108.27,54323,1.288,132.3,30.39,983.87,13.682,5.961,435.69,0,4,1,0,1,990.38,411.318,184.347
wl-safety-analytics-001,35.08,60.09,24.0,98.89,44147,0.917,169.81,25.42,723.48,10.876,3.89,357.71,0,4,1,0,1,820.35,341.179,116.803
wl-safety-analytics-001,44.81,47.54,21.5,73.0,63652,1.025,185.05,26.43,828.67,8.663,3.346,386.22,0,4,1,0,1,710.96,303.552,107.265
wl-safety-analytics-001,43.59,48.2,21.92,86.24,41401,1.511,172.71,24.03,671.93,10.257,4.579,446.49,0,4,1,0,1,840.95,332.792,131.359
wl-safety-analytics-001,37.32,50.37,22.03,104.29,53557,0.743,125.18,21.92,700.06,9.662,3.995,413.44,0,4,1,0,1,758.16,295.622,123.144
wl-safety-analytics-001,42.47,44.35,24.0,98.12,45073,0.616,141.95,27.09,748.4,11.052,4.683,423.72,0,4,1,0,1,736.41,329.052,157.571
wl-safety-analytics-001,43.97,55.98,24.0,105.75,47894,0.242,143.52,24.25,783.91,10.635,4.23,397.69,0,4,1,0,1,641.12,283.237,146.614
wl-safety-analytics-001,30.38,48.63,21.2,88.73,47528,0.484,167.22,22.17,606.21,9.394,4.268,454.32,0,4,1,0,1,721.37,245.438,122.599
wl-safety-analytics-001,50.52,58.02,24.0,139.5,51203,0.708,155.32,29.15,924.44,9.979,3.792,379.99,0,4,1,0,1,790.98,288.992,110.926
wl-safety-analytics-001,34.22,65.57,24.0,103.6,29778,0.602,181.49,24.52,788.53,10.336,4.295,415.57,0,4,1,0,1,694.13,285.153,129.325
wl-safety-analytics-001,39.25,61.73,20.98,85.42,73295,0.985,141.33,20.66,574.93,9.62,3.927,408.19,0,4,1,0,1,527.0,256.758,106.924
wl-safety-analytics-001,36.82,42.61,24.0,132.55,74282,1.008,142.03,26.02,718.5,9.981,4.069,407.69,0,4,1,0,1,756.42,310.093,129.973
wl-safety-analytics-001,34.93,48.2,24.0,122.77,33825,0.362,121.62,20.87,669.48,9.2,3.308,359.57,0,4,1,0,1,732.05,271.521,92.269
wl-safety-analytics-001,43.8,64.07,21.87,125.87,54555,0.805,162.0,29.19,818.43,10.791,4.562,422.81,0,4,1,0,1,1024.89,352.635,131.302
wl-safety-analytics-001,40.65,71.62,17.99,103.5,53395,0.727,143.86,19.08,525.04,8.335,3.442,413.0,0,4,1,0,1,682.88,225.633,89.269
wl-safety-analytics-001,35.99,57.0,24.0,106.29,37158,0.559,200.59,26.35,825.78,9.344,3.597,384.96,0,4,1,0,1,786.55,269.493,116.861
wl-safety-analytics-001,36.68,53.04,24.0,83.57,49650,0.434,169.31,24.9,815.34,10.684,4.67,437.12,0,4,1,0,1,767.87,293.913,158.199
wl-safety-analytics-001,33.2,48.42,22.56,89.47,46873,1.088,183.17,23.29,696.45,9.145,4.027,440.38,0,4,1,0,1,756.44,267.579,128.943
wl-safety-analytics-001,39.03,51.98,22.92,123.03,55776,0.72,191.59,25.74,778.62,9.411,4.342,461.34,0,4,1,0,1,750.96,314.437,154.654
wl-safety-analytics-001,38.03,51.95,19.24,81.04,43664,0.783,135.18,18.89,607.91,7.24,2.904,401.13,0,4,1,0,1,558.03,185.906,89.613
wl-safety-analytics-001,42.51,55.11,22.48,76.36,65894,0.923,121.36,27.62,769.32,12.196,5.112,419.11,0,4,1,0,1,938.85,383.652,177.616
wl-safety-analytics-001,37.99,52.57,24.0,103.75,38278,0.396,199.37,26.48,801.89,10.196,4.352,426.85,0,4,1,0,1,694.21,344.615,148.702
wl-safety-analytics-001,37.84,45.18,16.18,94.8,38764,0.733,150.05,17.58,546.53,7.345,3.437,467.99,0,4,1,0,1,465.34,258.241,113.6
wl-safety-analytics-001,44.27,31.8,24.0,123.85,52714,0.348,186.31,28.6,941.72,9.861,3.819,387.24,0,4,1,0,1,750.49,303.597,132.402
wl-safety-analytics-001,39.75,46.81,24.0,93.62,64232,0.472,141.54,27.13,739.49,11.167,4.483,401.41,0,4,1,0,1,966.39,376.283,130.676
wl-safety-analytics-001,42.33,62.06,19.97,107.34,58459,1.268,171.78,23.08,645.75,8.541,3.53,413.29,0,4,1,0,1,817.33,227.058,99.906
wl-safety-analytics-001,34.5,52.04,24.0,114.89,38404,0.0,161.86,25.85,826.9,11.104,4.23,380.91,0,4,1,0,1,760.12,310.774,113.231
wl-safety-analytics-001,48.27,61.0,23.9,80.66,81028,0.82,186.86,30.9,982.05,8.873,3.478,391.95,0,4,1,0,1,994.04,266.086,90.778
wl-safety-analytics-001,33.44,54.95,24.0,135.19,58832,0.653,111.85,25.8,754.38,9.99,4.695,470.0,0,4,1,0,1,755.24,318.425,156.405
wl-safety-analytics-001,29.43,52.65,19.33,109.49,30394,1.233,156.26,20.25,559.65,7.947,3.138,394.8,0,4,1,0,1,545.28,256.42,96.953
wl-safety-analytics-001,41.58,62.73,22.79,109.72,38994,0.139,156.22,24.77,766.09,8.875,3.747,422.15,0,4,1,0,1,671.49,245.978,129.542
wl-safety-analytics-001,38.49,54.9,24.0,86.79,51711,1.084,114.82,28.9,794.58,9.265,3.818,412.07,0,4,1,0,1,868.48,311.487,109.87
wl-safety-analytics-001,46.2,48.6,18.35,98.52,55880,1.037,123.58,23.26,745.77,8.774,3.52,401.15,0,4,1,0,1,774.98,271.372,92.337
wl-safety-analytics-001,31.63,49.09,24.0,98.69,35212,0.036,195.7,26.25,721.71,10.705,4.476,418.14,0,4,1,0,1,707.92,313.205,152.372
wl-safety-analytics-001,40.5,64.26,20.4,75.9,62350,0.538,211.3,25.67,788.79,10.048,4.56,453.86,0,4,1,0,1,740.51,268.732,143.978
wl-safety-analytics-001,49.51,55.02,23.82,106.63,55816,0.735,192.77,28.88,844.26,11.139,5.075,455.64,0,4,1,0,1,838.82,287.353,132.481
wl-safety-analytics-001,35.03,57.3,23.94,91.81,62040,0.453,176.08,25.12,707.52,10.221,3.526,344.98,0,4,1,0,1,902.87,282.524,90.299
wl-safety-analytics-001,46.33,54.2,24.0,104.38,44097,0.703,157.45,30.83,1000.86,11.667,4.717,404.31,0,4,1,0,1,888.72,415.072,163.133
wl-safety-analytics-001,33.74,62.35,24.0,114.66,55681,0.77,141.61,26.85,880.86,9.981,4.347,435.55,0,4,1,0,1,690.19,329.397,155.53
wl-safety-analytics-001,29.87,46.9,23.44,110.24,49642,1.07,151.35,21.17,678.37,10.694,4.389,410.44,0,4,1,0,1,545.87,365.832,154.409
wl-safety-analytics-001,39.88,50.06,23.36,120.9,50030,1.43,158.17,24.83,738.13,11.09,4.555,410.71,0,4,1,0,1,671.07,282.942,129.079
wl-safety-analytics-001,42.1,53.01,24.0,123.53,55282,1.634,151.5,24.6,681.26,12.6,5.562,441.45,0,4,1,0,1,826.77,327.333,194.559
wl-safety-analytics-001,38.59,44.08,23.35,123.12,55840,0.388,182.86,26.67,847.02,10.914,4.156,380.76,0,4,1,0,1,886.27,334.208,145.252
wl-safety-analytics-001,47.56,45.17,22.21,95.69,54059,0.349,166.54,29.36,854.12,11.39,4.144,363.8,0,4,1,0,1,922.98,293.855,130.874
wl-safety-analytics-001,41.43,49.77,24.0,86.07,75261,1.208,143.89,24.27,744.47,11.198,5.251,468.97,0,4,1,0,1,681.67,323.792,185.234
wl-safety-analytics-001,36.19,59.92,24.0,101.83,62736,0.763,162.67,24.21,732.7,9.55,4.433,464.18,0,4,1,0,1,760.37,307.307,127.734
wl-safety-analytics-001,38.79,50.96,24.0,104.31,70165,0.918,140.88,28.15,807.51,11.48,4.906,427.32,0,4,1,0,1,965.12,352.447,147.121
wl-safety-analytics-001,42.63,49.84,24.0,128.91,67669,1.108,123.4,20.31,617.65,11.82,4.553,385.18,0,4,1,0,1,592.31,342.135,116.906
wl-safety-analytics-001,36.61,43.81,23.61,85.33,71949,0.383,144.09,25.26,827.11,10.221,3.542,346.49,0,4,1,0,1,705.64,327.764,110.591
wl-safety-analytics-001,39.18,64.68,24.0,107.99,44194,0.549,149.31,24.95,784.81,11.088,5.457,492.13,0,4,1,0,1,798.24,347.949,173.907
wl-safety-analytics-001,43.57,62.31,23.17,64.65,36141,0.927,157.13,24.63,780.2,11.857,4.857,409.66,0,4,1,0,1,646.91,365.787,137.21
wl-safety-analytics-001,34.71,46.8,24.0,116.69,62754,0.548,106.87,26.6,821.87,10.305,4.596,445.97,0,4,1,0,1,745.62,347.804,121.593
wl-safety-analytics-001,35.93,44.28,24.0,90.37,72238,0.765,138.4,23.79,704.3,11.472,4.721,411.48,0,4,1,0,1,823.23,341.128,167.095
wl-safety-analytics-001,39.95,46.81,24.0,115.03,48855,0.504,196.23,25.57,719.31,12.466,5.167,414.48,0,4,1,0,1,796.09,417.92,183.138
wl-safety-analytics-001,41.89,44.28,22.63,89.43,42661,0.532,157.42,25.07,737.23,12.845,5.201,404.9,0,4,1,0,1,668.93,335.629,180.773
wl-safety-analytics-001,41.64,50.16,24.0,91.2,43822,0.805,90.84,32.1,996.06,11.184,5.134,459.07,0,4,1,0,1,976.88,306.061,162.646
wl-safety-analytics-001,37.44,67.18,23.55,113.62,47769,1.503,134.63,26.26,761.77,10.712,4.801,448.21,0,4,1,0,1,716.16,385.369,165.584
wl-safety-analytics-001,37.07,58.77,24.0,118.0,60023,0.011,168.45,28.0,914.68,11.066,4.412,398.73,0,4,1,0,1,755.6,337.373,137.745
wl-safety-analytics-001,29.2,45.57,20.49,78.43,51455,0.971,149.05,17.63,532.57,7.855,3.092,393.64,0,4,1,0,1,496.09,250.229,90.191
wl-safety-analytics-001,36.6,52.82,24.0,104.92,59989,0.139,135.21,26.21,819.3,12.313,5.494,446.18,0,4,1,0,1,781.92,429.347,195.356
wl-safety-analytics-001,37.15,46.94,22.58,86.22,55019,1.343,178.0,26.0,780.62,10.178,4.065,399.42,0,4,1,0,1,905.46,276.94,111.47
wl-safety-analytics-001,40.84,44.54,22.14,104.59,55358,0.7,116.04,26.64,813.73,8.056,3.633,451.03,0,4,1,0,1,787.04,228.05,94.843
wl-safety-analytics-001,49.92,57.52,24.0,79.37,24672,1.081,190.26,28.0,854.85,11.322,4.339,383.28,0,4,1,0,1,855.59,335.533,122.764
wl-safety-analytics-001,55.95,39.24,24.0,84.27,48032,0.848,175.34,29.39,900.28,12.359,4.961,401.43,0,4,1,0,1,888.13,349.162,139.274
wl-safety-analytics-001,35.15,53.26,23.83,97.11,64695,1.127,192.44,27.65,875.01,9.725,4.106,422.22,0,4,1,0,1,985.41,268.48,105.464
wl-safety-analytics-001,33.72,48.47,22.36,125.87,59500,0.555,118.65,21.21,651.62,9.203,3.538,384.47,0,4,1,0,1,690.84,281.992,111.13
wl-safety-analytics-001,31.55,62.66,24.0,97.26,54766,0.93,154.1,17.66,581.67,8.959,3.292,367.48,0,4,1,0,1,535.16,266.212,86.682
wl-safety-analytics-001,41.67,53.29,24.0,62.09,89471,1.162,144.06,29.01,937.27,11.545,4.461,386.43,0,4,1,0,1,877.95,371.364,156.949
wl-safety-analytics-001,44.36,52.57,24.0,120.89,30036,0.545,150.8,26.1,843.51,12.781,4.934,386.06,0,4,1,0,1,732.13,330.124,158.399
wl-safety-analytics-001,40.24,54.17,24.0,97.92,35087,0.659,131.32,27.78,820.83,11.266,4.514,400.65,0,4,1,0,1,898.6,314.365,153.08
wl-safety-analytics-001,40.67,54.53,22.38,68.37,42416,1.039,152.41,22.28,631.25,8.161,3.309,405.51,0,4,1,0,1,659.83,223.83,113.362
wl-safety-analytics-001,47.53,56.61,21.68,117.47,48186,0.605,141.19,22.02,695.17,11.392,4.378,384.31,0,4,1,0,1,695.49,389.462,131.226
wl-safety-analytics-001,27.72,43.5,24.0,80.88,54663,0.355,150.49,24.12,735.06,7.601,3.518,462.81,0,4,1,0,1,772.35,212.658,106.18
wl-safety-analytics-001,31.81,53.26,24.0,97.19,63038,0.531,161.17,21.32,626.97,9.812,3.222,328.34,0,4,1,0,1,696.99,265.517,99.719
wl-pm-dashboard-001,39.48,50.46,24.0,94.85,66989,0.483,207.84,24.85,750.4,10.427,4.656,446.51,0,1,1,0,1,829.45,305.749,163.704
wl-pm-dashboard-001,46.57,39.95,24.0,68.25,47783,1.265,107.47,28.43,876.76,13.196,4.718,357.55,0,1,1,0,1,749.72,435.025,163.883
wl-pm-dashboard-001,32.92,51.03,24.0,92.65,72684,0.989,186.35,23.52,762.98,9.757,4.295,440.2,0,1,1,0,1,683.66,310.684,114.106
wl-pm-dashboard-001,35.52,51.61,23.45,93.24,77154,0.66,140.86,24.17,721.97,9.926,3.854,388.22,0,1,1,0,1,820.05,326.179,132.649
wl-pm-dashboard-001,40.14,50.44,23.13,92.46,38505,0.302,128.93,23.96,708.76,10.066,4.426,439.65,0,1,1,0,1,734.88,309.391,157.85
wl-pm-dashboard-001,34.43,52.08,23.84,101.02,53054,0.818,173.79,28.36,934.72,10.107,4.134,409.04,0,1,1,0,1,862.72,302.028,127.207
wl-pm-dashboard-001,38.44,34.14,19.33,124.71,42681,1.109,101.91,21.9,711.93,8.459,3.178,375.66,0,1,1,0,1,704.14,283.441,94.807
wl-pm-dashboard-001,35.92,41.04,24.0,123.51,37016,0.447,139.57,24.29,674.84,10.825,4.559,421.17,0,1,1,0,1,622.26,300.196,150.938
wl-pm-dashboard-001,49.84,60.85,24.0,71.11,50388,0.635,150.6,30.93,877.63,13.161,4.937,375.13,0,1,1,0,1,1006.41,465.301,165.978
wl-pm-dashboard-001,50.54,50.52,24.0,96.48,43706,1.011,146.82,30.42,830.75,12.484,5.284,423.24,0,1,1,0,1,1034.33,399.864,149.323
wl-pm-dashboard-001,39.89,46.08,24.0,113.62,64843,1.252,110.56,25.14,776.4,10.873,4.043,371.85,0,1,1,0,1,727.25,280.354,114.852
wl-pm-dashboard-001,32.02,67.58,24.0,115.76,42749,0.984,153.0,23.15,744.41,11.37,4.981,438.1,0,1,1,0,1,666.95,306.252,168.817
wl-pm-dashboard-001,51.71,63.87,19.02,102.65,58820,0.941,195.47,23.83,708.87,11.877,5.379,452.89,0,1,1,0,1,622.67,311.186,170.975
wl-pm-dashboard-001,35.24,46.93,23.43,105.33,47581,0.379,184.86,28.8,879.59,10.288,4.081,396.74,0,1,1,0,1,787.64,322.631,132.61
wl-pm-dashboard-001,41.41,58.2,24.0,95.95,59936,0.798,165.18,20.65,569.1,10.75,4.422,411.38,0,1,1,0,1,727.38,337.931,125.376
wl-pm-dashboard-001,38.85,56.79,24.0,106.31,62698,0.865,100.66,20.97,576.25,11.363,4.518,397.6,0,1,1,0,1,631.28,393.006,154.142
wl-pm-dashboard-001,30.54,49.19,20.6,94.63,70203,1.15,169.87,17.94,561.19,8.453,3.415,404.04,0,1,1,0,1,637.76,247.546,100.988
wl-pm-dashboard-001,28.52,56.03,22.34,81.65,60224,0.979,156.97,22.38,733.15,8.204,3.953,481.89,0,1,1,0,1,608.73,228.619,137.554
wl-pm-dashboard-001,42.28,39.18,24.0,99.16,37197,0.729,163.07,22.82,723.3,10.771,4.415,409.86,0,1,1,0,1,682.43,318.016,142.725
wl-pm-dashboard-001,37.3,50.5,24.0,104.18,67788,1.163,194.9,29.07,903.5,9.268,4.216,454.89,0,1,1,0,1,847.89,258.871,110.006
wl-pm-dashboard-001,43.94,50.56,24.0,79.19,40383,0.221,154.34,26.94,775.97,11.387,5.514,484.25,0,1,1,0,1,760.25,407.497,171.714
wl-pm-dashboard-001,34.93,49.29,24.0,113.93,66231,0.907,160.67,23.0,708.67,9.543,4.148,434.61,0,1,1,0,1,706.48,339.294,109.386
wl-pm-dashboard-001,35.74,53.26,22.49,84.75,75694,0.479,111.62,23.76,712.12,10.285,4.289,417.04,0,1,1,0,1,681.4,342.413,141.911
wl-pm-dashboard-001,45.63,56.0,22.58,116.89,60039,0.861,132.45,30.19,962.35,9.618,3.977,413.5,0,1,1,0,1,1021.32,319.557,132.793
wl-pm-dashboard-001,45.75,53.46,24.0,104.15,57799,0.262,182.15,26.35,791.64,11.881,4.549,382.89,0,1,1,0,1,902.38,382.38,122.685
wl-pm-dashboard-001,49.17,55.31,24.0,110.39,41183,1.496,117.37,27.74,755.86,11.515,4.764,413.71,0,1,1,0,1,726.69,394.984,126.606
wl-pm-dashboard-001,45.9,54.86,23.09,107.99,48026,0.448,117.29,28.17,787.46,11.338,4.892,431.5,0,1,1,0,1,945.03,313.503,136.608
wl-pm-dashboard-001,40.37,53.92,24.0,126.54,37442,0.588,153.99,21.08,575.63,11.498,4.806,418.0,0,1,1,0,1,617.29,294.975,158.809
wl-pm-dashboard-001,37.28,39.96,24.0,126.43,53312,0.109,158.57,22.37,663.26,10.844,4.377,403.62,0,1,1,0,1,581.09,329.908,132.936
wl-pm-dashboard-001,36.01,48.83,22.76,89.75,57098,0.948,155.99,21.95,707.08,8.717,3.807,436.78,0,1,1,0,1,629.85,267.211,118.255
wl-pm-dashboard-001,46.63,56.01,24.0,101.97,68111,0.461,121.06,27.91,780.87,10.817,4.834,446.88,0,1,1,0,1,910.74,284.576,173.541
wl-pm-dashboard-001,41.93,51.54,24.0,95.65,46160,1.261,179.57,22.34,729.43,10.136,4.204,414.75,0,1,1,0,1,658.91,341.196,127.579
wl-pm-dashboard-001,30.57,41.29,24.0,107.82,17660,0.245,142.09,27.59,789.14,9.268,4.212,454.48,0,1,1,0,1,802.07,315.363,116.057
wl-pm-dashboard-001,47.54,49.78,21.99,100.12,67259,0.672,95.54,25.02,717.04,8.77,3.492,398.19,0,1,1,0,1,722.83,278.778,96.661
wl-pm-dashboard-001,44.38,57.25,24.0,84.9,36688,0.831,152.71,30.69,893.95,10.872,4.258,391.65,0,1,1,0,1,993.83,323.586,133.448
wl-pm-dashboard-001,42.01,61.2,21.32,93.64,69313,0.17,148.39,26.4,840.9,10.457,4.709,450.31,0,1,1,0,1,808.26,306.953,156.905
wl-pm-dashboard-001,33.16,52.91,22.82,103.1,55384,1.369,163.01,24.31,702.83,8.698,3.39,389.71,0,1,1,0,1,620.91,223.642,94.994
wl-pm-dashboard-001,26.5,38.74,24.0,82.78,59153,0.595,142.8,25.65,697.87,9.716,3.969,408.53,0,1,1,0,1,747.77,316.202,110.578
wl-pm-dashboard-001,45.41,56.67,23.63,93.44,39127,0.542,122.49,26.43,763.25,11.758,4.962,422.03,0,1,1,0,1,842.85,374.092,140.688
wl-pm-dashboard-001,35.35,43.4,24.0,77.0,75288,0.892,179.59,26.1,776.21,11.944,5.237,438.48,0,1,1,0,1,913.03,359.865,174.508
wl-pm-dashboard-001,36.03,64.04,23.58,129.75,76072,1.758,207.16,25.14,681.12,10.376,5.057,487.35,0,1,1,0,1,773.03,293.626,165.404
wl-pm-dashboard-001,37.21,39.67,24.0,89.61,42634,0.754,138.84,24.7,743.76,11.679,5.214,446.41,0,1,1,0,1,761.9,375.66,164.702
wl-pm-dashboard-001,42.03,56.37,24.0,79.72,31012,0.628,191.54,24.45,674.86,9.439,3.938,417.25,0,1,1,0,1,767.79,322.673,102.94
wl-pm-dashboard-001,33.7,55.65,24.0,82.3,48952,0.909,154.9,24.42,769.02,10.683,3.781,353.89,0,1,1,0,1,701.47,365.404,117.058
wl-pm-dashboard-001,41.75,50.73,24.0,83.12,54960,0.562,145.7,22.73,673.94,10.702,4.987,466.02,0,1,1,0,1,761.84,368.385,153.945
wl-pm-dashboard-001,39.3,59.96,24.0,112.29,58940,0.0,147.7,23.59,749.5,12.296,4.607,374.64,0,1,1,0,1,687.95,426.294,128.061
wl-pm-dashboard-001,44.57,47.44,24.0,98.32,48217,0.703,155.38,31.63,1026.76,11.119,4.793,431.05,0,1,1,0,1,991.1,325.814,162.154
wl-pm-dashboard-001,28.61,35.43,22.01,103.45,49581,0.965,144.74,22.36,736.19,8.717,3.973,455.84,0,1,1,0,1,624.14,258.701,133.026
wl-pm-dashboard-001,43.61,37.14,23.38,106.01,55964,1.18,172.85,28.03,779.4,10.721,4.374,408.0,0,1,1,0,1,801.01,344.695,112.974
wl-pm-dashboard-001,45.77,55.34,24.0,134.93,58786,0.652,165.35,29.27,916.69,13.21,5.619,425.38,0,1,1,0,1,964.03,439.901,175.193
wl-pm-dashboard-001,43.55,48.19,24.0,110.47,57919,1.031,168.8,29.06,932.74,10.076,4.428,439.47,0,1,1,0,1,996.89,323.233,123.494
wl-pm-dashboard-001,34.5,49.78,22.46,120.69,70505,0.768,185.13,22.7,723.36,9.613,4.462,464.14,0,1,1,0,1,695.03,322.07,142.398
wl-pm-dashboard-001,37.0,56.4,24.0,97.54,52770,1.361,166.61,29.07,825.14,10.138,4.393,433.28,0,1,1,0,1,1045.12,303.275,125.691
wl-pm-dashboard-001,35.43,52.91,21.37,100.96,41900,0.519,140.91,19.36,543.97,9.841,3.294,334.78,0,1,1,0,1,558.13,266.23,96.638
wl-order-platform-001,39.31,47.56,23.78,138.39,40514,0.872,173.44,21.42,666.6,9.981,3.777,378.43,0,1,1,0,1,638.4,347.622,118.239
wl-order-platform-001,35.16,49.33,20.37,104.81,52868,1.055,115.64,18.15,526.23,8.459,3.415,403.71,0,1,1,0,1,545.48,235.562,93.658
wl-order-platform-001,30.33,40.28,24.0,78.31,53904,0.808,134.05,20.97,691.07,10.451,4.363,417.46,0,1,1,0,1,574.1,274.43,143.506
wl-order-platform-001,43.27,30.34,24.0,73.83,45733,0.765,139.44,28.79,817.4,10.326,4.403,426.43,0,1,1,0,1,1000.98,329.413,150.35
wl-order-platform-001,48.09,38.7,23.18,91.12,75065,0.628,135.61,27.31,880.14,11.677,4.393,376.19,0,1,1,0,1,868.36,365.369,155.58
wl-order-platform-001,38.03,51.82,23.49,121.87,51453,0.803,136.25,25.4,787.92,11.186,4.397,393.08,0,1,1,0,1,652.36,345.185,153.842
wl-order-platform-001,29.76,43.06,20.72,100.49,38737,0.641,114.17,17.6,560.47,8.89,3.527,396.77,0,1,1,0,1,500.33,289.466,103.556
wl-order-platform-001,37.25,44.29,24.0,109.3,54057,1.204,132.95,27.74,881.82,10.644,4.151,390.0,0,1,1,0,1,851.04,321.726,107.631
wl-order-platform-001,35.88,59.95,24.0,100.37,58453,1.082,166.5,25.85,828.34,10.878,4.775,438.99,0,1,1,0,1,685.16,357.591,157.089
wl-order-platform-001,31.98,49.26,22.63,102.04,54271,0.494,149.12,19.34,529.27,8.483,3.866,455.71,0,1,1,0,1,648.1,218.872,116.687
wl-order-platform-001,35.24,46.1,22.46,94.78,66744,0.256,114.17,26.19,710.58,8.983,3.281,365.21,0,1,1,0,1,694.87,289.734,100.353
wl-order-platform-001,41.52,49.19,20.24,95.08,51836,0.483,169.65,21.06,680.19,9.936,4.362,439.03,0,1,1,0,1,687.77,344.162,133.012
wl-order-platform-001,44.62,59.79,21.67,91.37,42670,0.758,139.31,26.67,872.91,8.308,3.352,403.5,0,1,1,0,1,729.8,216.701,95.916
wl-order-platform-001,43.36,59.95,23.88,84.88,60936,1.351,123.42,29.67,978.63,11.277,4.638,411.29,0,1,1,0,1,812.8,329.401,163.817
wl-order-platform-001,29.63,58.93,22.0,105.0,57236,0.852,158.9,21.31,649.19,8.093,3.419,422.5,0,1,1,0,1,712.68,270.683,119.613
wl-order-platform-001,46.61,52.58,22.05,67.28,40388,0.37,128.09,25.78,777.19,12.633,5.28,417.95,0,1,1,0,1,710.04,395.044,167.232
wl-order-platform-001,37.85,41.94,22.92,99.82,42148,0.48,162.51,20.46,615.91,8.939,3.37,377.02,0,1,1,0,1,533.07,277.528,110.208
wl-order-platform-001,43.45,45.04,20.87,91.37,58195,1.085,160.59,27.45,817.4,9.28,4.171,449.41,0,1,1,0,1,884.95,305.127,140.77
wl-order-platform-001,28.14,42.75,21.07,73.27,60991,1.462,142.27,22.69,629.84,8.403,3.681,438.02,0,1,1,0,1,611.82,274.552,98.001
wl-order-platform-001,42.77,53.21,23.88,76.11,61221,0.389,168.58,23.55,706.47,10.402,4.523,434.79,0,1,1,0,1,684.34,333.172,133.727
wl-order-platform-001,32.68,56.01,22.15,71.19,56497,0.507,159.64,23.53,651.37,9.323,3.574,383.34,0,1,1,0,1,822.62,278.337,118.821
wl-order-platform-001,42.37,55.67,22.29,88.15,49679,0.685,190.14,21.69,613.91,9.445,3.825,404.97,0,1,1,0,1,591.72,293.112,100.768
wl-order-platform-001,34.51,33.24,21.95,103.63,46881,0.301,180.48,23.13,635.92,9.666,4.015,415.36,0,1,1,0,1,809.9,266.217,110.348
wl-order-platform-001,44.33,53.85,19.83,99.78,38042,1.21,183.91,22.34,694.68,9.585,3.631,378.82,0,1,1,0,1,597.65,331.65,102.539
wl-order-platform-001,24.81,51.19,24.0,118.54,42217,0.852,169.55,23.52,746.11,9.224,3.426,371.44,0,1,1,0,1,819.79,273.453,120.619
wl-order-platform-001,37.84,51.7,22.51,85.93,52144,0.513,174.02,21.91,616.23,10.097,4.336,429.43,0,1,1,0,1,670.11,360.364,145.117
